Transaction_ID,Product_ID,Plant_ID,Material_ID,Production_Date,Units_Produced,Material_KG,Machine_Hours,Material_Cost,Labor_Cost,Scrap_Rate
T0007236,P0018,PLANT-WEST,PLA Paper,2025-08-19,22935,252.291,0.417,1047.44,16.23,0.022
T0007237,P0044,PLANT-SOUTH,RPET,2025-08-19,43897,1647.041,2.3104,5061.19,68.9,0.052
T0007238,P0005,PLANT-EAST,PLA Paper,2025-08-19,30329,166.813,0.3159,692.56,10.84,0.017
T0007239,P0070,PLANT-WEST,PLA Paper,2025-08-05,22173,143.909,0.231,597.47,8.99,0.017
T0007240,P0002,PLANT-WEST,Molded Fiber,2025-08-05,22328,446.576,0.8588,947.54,33.42,0.048
T0007241,P0027,PLANT-CENTRAL,Molded Fiber,2025-08-19,12106,324.443,0.4656,688.4,14.93,0.048
T0007242,P0037,PLANT-EAST,Molded Fiber,2025-08-19,9524,224.77,0.3663,476.92,12.56,0.048
T0007243,P0058,PLANT-WEST,PLA Paper,2025-08-19,16986,250.384,0.3088,1039.52,12.02,0.022
T0007244,P0016,PLANT-SOUTH,Bagasse,2025-08-19,6641,99.628,0.1581,201.31,4.72,0.031
T0007245,P0062,PLANT-WEST,Molded Fiber,2025-08-01,9988,199.769,0.3842,423.87,14.95,0.048
T0007246,P0029,PLANT-EAST,RPET,2025-08-12,13040,489.264,0.6863,1503.46,23.54,0.052
T0007247,P0005,PLANT-EAST,PLA Paper,2025-08-12,7500,41.253,0.0781,171.27,2.68,0.017
T0007248,P0054,PLANT-WEST,RPET,2025-08-12,15939,526.653,0.8389,1618.35,32.65,0.052
T0007249,P0068,PLANT-SOUTH,PLA Paper,2025-08-02,16536,214.648,0.3007,891.15,8.97,0.022
T0007250,P0015,PLANT-CENTRAL,PLA Paper,2025-08-02,10770,79.376,0.1122,329.54,3.6,0.017
T0007251,P0059,PLANT-CENTRAL,RPET,2025-08-02,10718,402.153,0.5641,1235.77,18.09,0.052
T0007252,P0058,PLANT-WEST,PLA Paper,2025-08-19,14600,215.207,0.2655,893.47,10.33,0.022
T0007253,P0039,PLANT-CENTRAL,RPET,2025-08-19,8117,268.189,0.4272,824.12,13.7,0.052
T0007254,P0015,PLANT-CENTRAL,PLA Paper,2025-08-19,13745,101.306,0.1432,420.59,4.59,0.017
T0007255,P0013,PLANT-EAST,PLA Paper,2025-08-10,27849,410.504,0.5064,1704.29,17.37,0.022
T0007256,P0046,PLANT-WEST,Bagasse,2025-08-10,33085,496.285,0.7878,1002.79,30.66,0.031
T0007257,P0059,PLANT-CENTRAL,RPET,2025-08-10,34022,1276.511,1.7906,3922.59,57.41,0.052
T0007258,P0014,PLANT-WEST,RPET,2025-08-10,42658,1600.537,2.2452,4918.29,87.38,0.052
T0007259,P0045,PLANT-EAST,PLA Paper,2025-08-04,15597,114.951,0.1625,477.24,5.57,0.017
T0007260,P0075,PLANT-CENTRAL,PLA Paper,2025-08-04,6805,50.158,0.0709,208.24,2.27,0.017
T0007261,P0066,PLANT-WEST,Bagasse,2025-08-04,12823,226.976,0.3053,458.63,11.88,0.031
T0007262,P0002,PLANT-WEST,Molded Fiber,2025-08-01,19920,398.403,0.7662,845.33,29.82,0.048
T0007263,P0001,PLANT-EAST,Bagasse,2025-08-12,12841,192.616,0.3057,389.2,10.49,0.031
T0007264,P0064,PLANT-SOUTH,RPET,2025-08-12,5629,157.633,0.2963,484.39,8.84,0.052
T0007265,P0020,PLANT-SOUTH,PLA Paper,2025-08-12,16703,91.872,0.174,381.42,5.19,0.017
T0007266,P0045,PLANT-EAST,PLA Paper,2025-08-12,10151,74.817,0.1057,310.62,3.63,0.017
T0007267,P0019,PLANT-CENTRAL,RPET,2025-08-28,2983,83.527,0.157,256.67,5.03,0.052
T0007268,P0021,PLANT-EAST,Bagasse,2025-08-28,3679,65.119,0.0876,131.58,3.0,0.031
T0007269,P0016,PLANT-SOUTH,Bagasse,2025-08-19,12736,191.053,0.3033,386.04,9.04,0.031
T0007270,P0075,PLANT-CENTRAL,PLA Paper,2025-08-12,8652,63.766,0.0901,264.74,2.89,0.017
T0007271,P0008,PLANT-SOUTH,PLA Paper,2025-08-12,7641,99.182,0.1389,411.77,4.14,0.022
T0007272,P0078,PLANT-WEST,PLA Paper,2025-08-13,34030,374.337,0.6187,1554.14,24.08,0.022
T0007273,P0051,PLANT-CENTRAL,Bagasse,2025-08-13,46208,817.89,1.1002,1652.63,35.27,0.031
T0007274,P0037,PLANT-EAST,Molded Fiber,2025-08-13,42658,1006.743,1.6407,2136.11,56.28,0.048
T0007275,P0059,PLANT-CENTRAL,RPET,2025-08-07,3907,146.597,0.2056,450.48,6.59,0.052
T0007276,P0034,PLANT-WEST,RPET,2025-08-03,18202,509.671,0.958,1566.17,37.29,0.052
T0007277,P0057,PLANT-EAST,Molded Fiber,2025-08-03,26734,716.478,1.0282,1520.22,35.27,0.048
T0007278,P0066,PLANT-WEST,Bagasse,2025-08-28,20980,371.353,0.4995,750.36,19.44,0.031
T0007279,P0060,PLANT-SOUTH,PLA Paper,2025-08-28,37613,277.211,0.3918,1150.9,11.68,0.017
T0007280,P0043,PLANT-CENTRAL,PLA Paper,2025-08-28,20935,308.59,0.3806,1281.18,12.2,0.022
T0007281,P0048,PLANT-SOUTH,PLA Paper,2025-08-28,40205,442.261,0.731,1836.13,21.8,0.022
T0007282,P0009,PLANT-EAST,RPET,2025-08-01,26838,886.748,1.4126,2724.89,48.45,0.052
T0007283,P0014,PLANT-WEST,RPET,2025-08-01,46108,1729.997,2.4268,5316.11,94.45,0.052
T0007284,P0024,PLANT-SOUTH,RPET,2025-08-01,39344,1299.957,2.0708,3994.64,61.75,0.052
T0007285,P0080,PLANT-SOUTH,PLA Paper,2025-08-01,18896,103.929,0.1968,431.48,5.87,0.017
T0007286,P0030,PLANT-WEST,PLA Paper,2025-08-18,43682,321.941,0.455,1336.6,17.71,0.017
T0007287,P0062,PLANT-WEST,Molded Fiber,2025-08-04,43065,861.303,1.6564,1827.51,64.47,0.048
T0007288,P0068,PLANT-SOUTH,PLA Paper,2025-08-03,45203,586.741,0.8219,2435.97,24.51,0.022
T0007289,P0077,PLANT-EAST,Molded Fiber,2025-08-03,35610,712.206,1.3696,1511.16,46.98,0.048
T0007290,P0046,PLANT-WEST,Bagasse,2025-08-03,52497,787.461,1.2499,1591.14,48.65,0.031
T0007291,P0031,PLANT-CENTRAL,Bagasse,2025-08-27,43182,647.74,1.0282,1308.82,32.96,0.031
T0007292,P0070,PLANT-WEST,PLA Paper,2025-08-27,45935,298.124,0.4785,1237.72,18.62,0.017
T0007293,P0030,PLANT-WEST,PLA Paper,2025-08-27,28677,211.353,0.2987,877.48,11.63,0.017
T0007294,P0040,PLANT-SOUTH,PLA Paper,2025-08-09,48079,312.035,0.5008,1295.48,14.93,0.017
T0007295,P0005,PLANT-EAST,PLA Paper,2025-08-12,7970,43.838,0.083,182.0,2.85,0.017
T0007296,P0005,PLANT-EAST,PLA Paper,2025-08-09,19341,106.38,0.2015,441.66,6.91,0.017
T0007297,P0014,PLANT-WEST,RPET,2025-08-09,36068,1353.293,1.8983,4158.53,73.88,0.052
T0007298,P0047,PLANT-CENTRAL,Molded Fiber,2025-08-09,17421,348.424,0.67,739.29,21.48,0.048
T0007299,P0033,PLANT-EAST,PLA Paper,2025-08-22,5505,60.556,0.1001,251.41,3.43,0.022
T0007300,P0009,PLANT-EAST,RPET,2025-08-22,4566,150.876,0.2403,463.63,8.24,0.052
T0007301,P0014,PLANT-WEST,RPET,2025-08-04,5383,202.006,0.2834,620.75,11.03,0.052
T0007302,P0025,PLANT-EAST,PLA Paper,2025-08-04,5838,37.89,0.0608,157.31,2.09,0.017
T0007303,P0023,PLANT-CENTRAL,PLA Paper,2025-08-16,25247,327.712,0.459,1360.56,14.72,0.022
T0007304,P0040,PLANT-SOUTH,PLA Paper,2025-08-16,49788,323.127,0.5186,1341.53,15.47,0.017
T0007305,P0059,PLANT-CENTRAL,RPET,2025-08-16,45489,1706.764,2.3942,5244.72,76.76,0.052
T0007306,P0016,PLANT-SOUTH,Bagasse,2025-08-06,3101,46.517,0.0738,93.99,2.2,0.031
T0007307,P0025,PLANT-EAST,PLA Paper,2025-08-09,12122,78.672,0.1263,326.62,4.33,0.017
T0007308,P0003,PLANT-CENTRAL,PLA Paper,2025-08-09,15402,169.431,0.2801,703.43,8.98,0.022
T0007309,P0011,PLANT-CENTRAL,Bagasse,2025-08-09,12156,244.353,0.2894,493.74,9.28,0.031
T0007310,P0039,PLANT-CENTRAL,RPET,2025-08-21,5077,167.744,0.2672,515.46,8.57,0.052
T0007311,P0056,PLANT-SOUTH,Bagasse,2025-08-21,5308,106.702,0.1264,215.6,3.77,0.031
T0007312,P0040,PLANT-SOUTH,PLA Paper,2025-08-12,17345,112.575,0.1807,467.38,5.39,0.017
T0007313,P0012,PLANT-SOUTH,Molded Fiber,2025-08-07,5418,145.204,0.2084,308.09,6.21,0.048
T0007314,P0038,PLANT-WEST,PLA Paper,2025-08-27,19859,257.782,0.3611,1070.23,14.05,0.022
T0007315,P0001,PLANT-EAST,Bagasse,2025-08-27,41899,628.498,0.9976,1269.94,34.22,0.031
T0007316,P0028,PLANT-SOUTH,PLA Paper,2025-08-27,56295,829.796,1.0236,3445.06,30.52,0.022
T0007317,P0035,PLANT-CENTRAL,PLA Paper,2025-08-27,28066,154.364,0.2924,640.87,9.37,0.017
T0007318,P0048,PLANT-SOUTH,PLA Paper,2025-08-09,3144,34.586,0.0572,143.59,1.7,0.022
T0007319,P0040,PLANT-SOUTH,PLA Paper,2025-08-09,3512,22.798,0.0366,94.65,1.09,0.017
T0007320,P0064,PLANT-SOUTH,RPET,2025-08-17,38168,1068.726,2.0089,3284.09,59.9,0.052
T0007321,P0002,PLANT-WEST,Molded Fiber,2025-08-17,35891,717.836,1.3805,1523.1,53.73,0.048
T0007322,P0016,PLANT-SOUTH,Bagasse,2025-08-11,6053,90.805,0.1441,183.48,4.3,0.031
T0007323,P0041,PLANT-EAST,Bagasse,2025-08-03,35209,707.711,0.8383,1430.0,28.75,0.031
T0007324,P0059,PLANT-CENTRAL,RPET,2025-08-23,29997,1125.521,1.5788,3458.61,50.62,0.052
T0007325,P0080,PLANT-SOUTH,PLA Paper,2025-08-23,42164,231.906,0.4392,962.81,13.1,0.017
T0007326,P0069,PLANT-EAST,RPET,2025-08-04,5534,182.87,0.2913,561.94,9.99,0.052
T0007327,P0049,PLANT-EAST,RPET,2025-08-04,9253,259.089,0.487,796.15,16.7,0.052
T0007328,P0064,PLANT-SOUTH,RPET,2025-08-04,14583,408.333,0.7675,1254.77,22.89,0.052
T0007329,P0049,PLANT-EAST,RPET,2025-08-14,10002,280.059,0.5264,860.59,18.06,0.052
T0007330,P0035,PLANT-CENTRAL,PLA Paper,2025-08-14,16778,92.28,0.1748,383.12,5.6,0.017
T0007331,P0023,PLANT-CENTRAL,PLA Paper,2025-08-14,7976,103.535,0.145,429.85,4.65,0.022
T0007332,P0043,PLANT-CENTRAL,PLA Paper,2025-08-19,19518,287.701,0.3549,1194.45,11.38,0.022
T0007333,P0078,PLANT-WEST,PLA Paper,2025-08-19,51392,565.319,0.9344,2347.03,36.37,0.022
T0007334,P0014,PLANT-WEST,RPET,2025-08-19,20587,772.445,1.0836,2373.65,42.17,0.052
T0007335,P0045,PLANT-EAST,PLA Paper,2025-08-19,33943,250.16,0.3536,1038.59,12.13,0.017
T0007336,P0016,PLANT-SOUTH,Bagasse,2025-08-01,6079,91.192,0.1447,184.26,4.32,0.031
T0007337,P0034,PLANT-WEST,RPET,2025-08-01,2130,59.662,0.1121,183.34,4.36,0.052
T0007338,P0030,PLANT-WEST,PLA Paper,2025-08-01,5127,37.787,0.0534,156.88,2.08,0.017
T0007339,P0011,PLANT-CENTRAL,Bagasse,2025-08-01,4068,81.769,0.0969,165.22,3.11,0.031
T0007340,P0036,PLANT-SOUTH,Bagasse,2025-08-17,49317,872.926,1.1742,1763.83,35.02,0.031
T0007341,P0069,PLANT-EAST,RPET,2025-08-09,25431,840.255,1.3385,2582.02,45.91,0.052
T0007342,P0052,PLANT-SOUTH,Molded Fiber,2025-08-26,34609,816.778,1.3311,1733.04,39.69,0.048
T0007343,P0003,PLANT-CENTRAL,PLA Paper,2025-08-26,55337,608.712,1.0061,2527.19,32.26,0.022
T0007344,P0027,PLANT-CENTRAL,Molded Fiber,2025-08-26,19319,517.758,0.7431,1098.58,23.82,0.048
T0007345,P0002,PLANT-WEST,Molded Fiber,2025-08-12,22144,442.899,0.8517,939.74,33.15,0.048
T0007346,P0069,PLANT-EAST,RPET,2025-08-22,21702,717.052,1.1422,2203.43,39.18,0.052
T0007347,P0016,PLANT-SOUTH,Bagasse,2025-08-22,44244,663.669,1.0534,1341.01,31.41,0.031
T0007348,P0042,PLANT-WEST,Molded Fiber,2025-08-22,29648,794.569,1.1403,1685.92,44.38,0.048
T0007349,P0043,PLANT-CENTRAL,PLA Paper,2025-08-22,19747,291.077,0.359,1208.47,11.51,0.022
T0007350,P0010,PLANT-WEST,PLA Paper,2025-08-23,27070,175.686,0.282,729.39,10.97,0.017
T0007351,P0047,PLANT-CENTRAL,Molded Fiber,2025-08-01,6449,128.992,0.2481,273.69,7.95,0.048
T0007352,P0041,PLANT-EAST,Bagasse,2025-08-26,17228,346.284,0.4102,699.7,14.07,0.031
T0007353,P0059,PLANT-CENTRAL,RPET,2025-08-27,29754,1116.378,1.566,3430.52,50.21,0.052
T0007354,P0057,PLANT-EAST,Molded Fiber,2025-08-27,23182,621.298,0.8916,1318.27,30.58,0.048
T0007355,P0038,PLANT-WEST,PLA Paper,2025-08-15,20578,267.112,0.3742,1108.97,14.56,0.022
T0007356,P0019,PLANT-CENTRAL,RPET,2025-08-13,7607,213.013,0.4004,654.57,12.84,0.052
T0007357,P0029,PLANT-EAST,RPET,2025-08-13,9657,362.337,0.5083,1113.43,17.43,0.052
T0007358,P0072,PLANT-SOUTH,Molded Fiber,2025-08-13,14948,400.621,0.5749,850.04,17.14,0.048
T0007359,P0048,PLANT-SOUTH,PLA Paper,2025-08-11,41176,452.946,0.7487,1880.5,22.33,0.022
T0007360,P0052,PLANT-SOUTH,Molded Fiber,2025-08-11,14361,338.928,0.5524,719.14,16.47,0.048
T0007361,P0037,PLANT-EAST,Molded Fiber,2025-08-11,37783,891.693,1.4532,1891.99,49.85,0.048
T0007362,P0061,PLANT-EAST,Bagasse,2025-08-11,17693,265.402,0.4213,536.27,14.45,0.031
T0007363,P0046,PLANT-WEST,Bagasse,2025-08-07,17572,263.591,0.4184,532.61,16.28,0.031
T0007364,P0030,PLANT-WEST,PLA Paper,2025-08-07,14073,103.72,0.1466,430.61,5.71,0.017
T0007365,P0013,PLANT-EAST,PLA Paper,2025-08-21,3662,53.986,0.0666,224.14,2.28,0.022
T0007366,P0018,PLANT-WEST,PLA Paper,2025-08-04,57237,629.609,1.0407,2613.95,40.5,0.022
T0007367,P0054,PLANT-WEST,RPET,2025-08-04,46619,1540.298,2.4536,4733.18,95.5,0.052
T0007368,P0031,PLANT-CENTRAL,Bagasse,2025-08-04,34689,520.341,0.8259,1051.4,26.48,0.031
T0007369,P0069,PLANT-EAST,RPET,2025-08-04,22659,748.663,1.1926,2300.57,40.91,0.052
T0007370,P0008,PLANT-SOUTH,PLA Paper,2025-08-22,2412,31.309,0.0439,129.98,1.31,0.022
T0007371,P0018,PLANT-WEST,PLA Paper,2025-08-22,4992,54.921,0.0908,228.02,3.53,0.022
T0007372,P0007,PLANT-CENTRAL,Molded Fiber,2025-08-22,4351,102.705,0.1674,217.92,5.37,0.048
T0007373,P0021,PLANT-EAST,Bagasse,2025-08-18,16954,300.096,0.4037,606.37,13.85,0.031
T0007374,P0046,PLANT-WEST,Bagasse,2025-08-02,11053,165.805,0.2632,335.03,10.24,0.031
T0007375,P0072,PLANT-SOUTH,Molded Fiber,2025-08-02,6146,164.713,0.2364,349.49,7.05,0.048
T0007376,P0005,PLANT-EAST,PLA Paper,2025-08-02,8523,46.881,0.0888,194.64,3.05,0.017
T0007377,P0026,PLANT-WEST,Bagasse,2025-08-02,17020,342.115,0.4053,691.28,15.77,0.031
T0007378,P0021,PLANT-EAST,Bagasse,2025-08-18,36660,648.89,0.8729,1311.15,29.94,0.031
T0007379,P0048,PLANT-SOUTH,PLA Paper,2025-08-24,15541,170.961,0.2826,709.78,8.43,0.022
T0007380,P0022,PLANT-WEST,Molded Fiber,2025-08-27,28356,669.204,1.0906,1419.92,42.45,0.048
T0007381,P0058,PLANT-WEST,PLA Paper,2025-08-27,50154,739.276,0.9119,3069.25,35.49,0.022
T0007382,P0065,PLANT-EAST,PLA Paper,2025-08-27,50944,280.192,0.5307,1163.27,18.2,0.017
T0007383,P0034,PLANT-WEST,RPET,2025-08-27,46446,1300.494,2.4445,3996.29,95.14,0.052
T0007384,P0020,PLANT-SOUTH,PLA Paper,2025-08-16,38103,209.571,0.3969,870.07,11.84,0.017
T0007385,P0036,PLANT-SOUTH,Bagasse,2025-08-05,48401,856.706,1.1524,1731.06,34.37,0.031
T0007386,P0011,PLANT-CENTRAL,Bagasse,2025-08-05,35841,720.406,0.8534,1455.65,27.36,0.031
T0007387,P0032,PLANT-SOUTH,Molded Fiber,2025-08-05,33200,664.013,1.2769,1408.9,38.08,0.048
T0007388,P0034,PLANT-WEST,RPET,2025-08-05,24595,688.688,1.2945,2116.27,50.38,0.052
T0007389,P0044,PLANT-SOUTH,RPET,2025-08-22,2625,98.51,0.1382,302.71,4.12,0.052
T0007390,P0006,PLANT-WEST,Bagasse,2025-08-18,44276,783.695,1.0542,1583.53,41.03,0.031
T0007391,P0051,PLANT-CENTRAL,Bagasse,2025-08-22,31400,555.787,0.7476,1123.02,23.97,0.031
T0007392,P0053,PLANT-EAST,PLA Paper,2025-08-22,37980,492.988,0.6906,2046.74,23.69,0.022
T0007393,P0024,PLANT-SOUTH,RPET,2025-08-22,31239,1032.151,1.6442,3171.7,49.03,0.052
T0007394,P0037,PLANT-EAST,Molded Fiber,2025-08-26,4276,100.92,0.1645,214.13,5.64,0.048
T0007395,P0033,PLANT-EAST,PLA Paper,2025-08-26,3918,43.1,0.0712,178.94,2.44,0.022
T0007396,P0072,PLANT-SOUTH,Molded Fiber,2025-08-10,5434,145.655,0.209,309.05,6.23,0.048
T0007397,P0020,PLANT-SOUTH,PLA Paper,2025-08-10,7978,43.883,0.0831,182.19,2.48,0.017
T0007398,P0072,PLANT-SOUTH,Molded Fiber,2025-08-14,31765,851.322,1.2218,1806.34,36.43,0.048
T0007399,P0021,PLANT-EAST,Bagasse,2025-08-14,47261,836.521,1.1253,1690.28,38.6,0.031
T0007400,P0013,PLANT-EAST,PLA Paper,2025-08-25,52484,773.624,0.9543,3211.85,32.73,0.022
T0007401,P0058,PLANT-WEST,PLA Paper,2025-08-23,27262,401.853,0.4957,1668.37,19.29,0.022
T0007402,P0063,PLANT-CENTRAL,PLA Paper,2025-08-23,59625,655.883,1.0841,2723.03,34.76,0.022
T0007403,P0055,PLANT-CENTRAL,PLA Paper,2025-08-23,37914,246.065,0.3949,1021.59,12.66,0.017
T0007404,P0008,PLANT-SOUTH,PLA Paper,2025-08-24,38028,493.612,0.6914,2049.33,20.62,0.022
T0007405,P0066,PLANT-WEST,Bagasse,2025-08-24,37962,671.942,0.9039,1357.73,35.18,0.031
T0007406,P0040,PLANT-SOUTH,PLA Paper,2025-08-24,38472,249.683,0.4008,1036.61,11.95,0.017
T0007407,P0046,PLANT-WEST,Bagasse,2025-08-24,41408,621.13,0.9859,1255.06,38.37,0.031
T0007408,P0035,PLANT-CENTRAL,PLA Paper,2025-08-27,38040,209.224,0.3963,868.63,12.7,0.017
T0007409,P0043,PLANT-CENTRAL,PLA Paper,2025-08-27,27617,407.083,0.5021,1690.09,16.1,0.022
T0007410,P0072,PLANT-SOUTH,Molded Fiber,2025-08-27,20697,554.692,0.7961,1176.95,23.74,0.048
T0007411,P0039,PLANT-CENTRAL,RPET,2025-08-24,41187,1360.844,2.1678,4181.74,69.5,0.052
T0007412,P0031,PLANT-CENTRAL,Bagasse,2025-08-24,51696,775.449,1.2309,1566.87,39.46,0.031
T0007413,P0028,PLANT-SOUTH,PLA Paper,2025-08-24,24024,354.122,0.4368,1470.21,13.03,0.022
T0007414,P0080,PLANT-SOUTH,PLA Paper,2025-08-24,27761,152.691,0.2892,633.93,8.62,0.017
T0007415,P0070,PLANT-WEST,PLA Paper,2025-08-22,39772,258.121,0.4143,1071.64,16.12,0.017
T0007416,P0080,PLANT-SOUTH,PLA Paper,2025-08-13,7754,42.652,0.0808,177.08,2.41,0.017
T0007417,P0025,PLANT-EAST,PLA Paper,2025-08-02,38061,247.016,0.3965,1025.54,13.6,0.017
T0007418,P0018,PLANT-WEST,PLA Paper,2025-08-02,25220,277.429,0.4586,1151.8,17.85,0.022
T0007419,P0075,PLANT-CENTRAL,PLA Paper,2025-08-02,49105,361.91,0.5115,1502.54,16.4,0.017
T0007420,P0029,PLANT-EAST,RPET,2025-08-02,41637,1562.225,2.1914,4800.56,75.17,0.052
T0007421,P0043,PLANT-CENTRAL,PLA Paper,2025-08-03,3558,52.449,0.0647,217.75,2.07,0.022
T0007422,P0015,PLANT-CENTRAL,PLA Paper,2025-08-03,4905,36.153,0.0511,150.1,1.64,0.017
T0007423,P0049,PLANT-EAST,RPET,2025-08-03,3448,96.553,0.1815,296.7,6.23,0.052
T0007424,P0023,PLANT-CENTRAL,PLA Paper,2025-08-02,3058,39.697,0.0556,164.81,1.78,0.022
T0007425,P0064,PLANT-SOUTH,RPET,2025-08-26,36487,1021.646,1.9204,3139.41,57.27,0.052
T0007426,P0071,PLANT-CENTRAL,Bagasse,2025-08-26,42821,860.711,1.0196,1739.15,32.69,0.031
T0007427,P0044,PLANT-SOUTH,RPET,2025-08-26,48659,1825.696,2.561,5610.18,76.37,0.052
T0007428,P0065,PLANT-EAST,PLA Paper,2025-08-28,24912,137.019,0.2595,568.86,8.9,0.017
T0007429,P0037,PLANT-EAST,Molded Fiber,2025-08-28,41534,980.218,1.5975,2079.83,54.79,0.048
T0007430,P0072,PLANT-SOUTH,Molded Fiber,2025-08-01,37338,1000.665,1.4361,2123.21,42.82,0.048
T0007431,P0046,PLANT-WEST,Bagasse,2025-08-01,38793,581.904,0.9237,1175.8,35.95,0.031
T0007432,P0077,PLANT-EAST,Molded Fiber,2025-08-01,30516,610.336,1.1737,1295.01,40.26,0.048
T0007433,P0045,PLANT-EAST,PLA Paper,2025-08-28,2852,21.023,0.0297,87.28,1.02,0.017
T0007434,P0011,PLANT-CENTRAL,Bagasse,2025-08-28,4675,93.987,0.1113,189.91,3.57,0.031
T0007435,P0035,PLANT-CENTRAL,PLA Paper,2025-08-28,4856,26.711,0.0506,110.9,1.62,0.017
T0007436,P0036,PLANT-SOUTH,Bagasse,2025-08-28,2379,42.122,0.0567,85.11,1.69,0.031
T0007437,P0078,PLANT-WEST,PLA Paper,2025-08-18,5309,58.408,0.0965,242.49,3.76,0.022
T0007438,P0030,PLANT-WEST,PLA Paper,2025-08-18,5724,42.188,0.0596,175.15,2.32,0.017
T0007439,P0061,PLANT-EAST,Bagasse,2025-08-18,3997,59.969,0.0952,121.17,3.26,0.031
T0007440,P0018,PLANT-WEST,PLA Paper,2025-08-18,3497,38.478,0.0636,159.75,2.48,0.022
T0007441,P0071,PLANT-CENTRAL,Bagasse,2025-08-20,45566,915.888,1.0849,1850.64,34.78,0.031
T0007442,P0044,PLANT-SOUTH,RPET,2025-08-04,20456,767.537,1.0767,2358.57,32.11,0.052
T0007443,P0065,PLANT-EAST,PLA Paper,2025-08-04,22921,126.069,0.2388,523.4,8.19,0.017
T0007444,P0004,PLANT-SOUTH,RPET,2025-08-22,27149,760.194,1.4289,2336.0,42.61,0.052
T0007445,P0014,PLANT-WEST,RPET,2025-08-22,46412,1741.395,2.4428,5351.13,95.07,0.052
T0007446,P0043,PLANT-CENTRAL,PLA Paper,2025-08-22,49064,723.21,0.8921,3002.55,28.6,0.022
T0007447,P0027,PLANT-CENTRAL,Molded Fiber,2025-08-03,28670,768.361,1.1027,1630.31,35.35,0.048
T0007448,P0018,PLANT-WEST,PLA Paper,2025-08-03,21789,239.683,0.3962,995.09,15.42,0.022
T0007449,P0024,PLANT-SOUTH,RPET,2025-08-04,37515,1239.523,1.9745,3808.93,58.88,0.052
T0007450,P0047,PLANT-CENTRAL,Molded Fiber,2025-08-04,22056,441.134,0.8483,936.0,27.2,0.048
T0007451,P0006,PLANT-WEST,Bagasse,2025-08-04,31589,559.13,0.7521,1129.78,29.27,0.031
T0007452,P0027,PLANT-CENTRAL,Molded Fiber,2025-08-04,28366,760.225,1.091,1613.04,34.98,0.048
T0007453,P0011,PLANT-CENTRAL,Bagasse,2025-08-21,33145,666.225,0.7892,1346.17,25.3,0.031
T0007454,P0056,PLANT-SOUTH,Bagasse,2025-08-21,20480,411.666,0.4876,831.81,14.54,0.031
T0007455,P0056,PLANT-SOUTH,Bagasse,2025-08-13,51921,1043.624,1.2362,2108.75,36.86,0.031
T0007456,P0036,PLANT-SOUTH,Bagasse,2025-08-13,33130,586.402,0.7888,1184.88,23.52,0.031
T0007457,P0011,PLANT-CENTRAL,Bagasse,2025-08-13,35989,723.393,0.8569,1461.69,27.47,0.031
T0007458,P0014,PLANT-WEST,RPET,2025-08-13,31105,1167.078,1.6371,3586.31,63.72,0.052
T0007459,P0011,PLANT-CENTRAL,Bagasse,2025-08-09,25718,516.937,0.6123,1044.52,19.63,0.031
T0007460,P0050,PLANT-WEST,PLA Paper,2025-08-09,23751,130.635,0.2474,542.36,9.63,0.017
T0007461,P0070,PLANT-WEST,PLA Paper,2025-08-09,49265,319.733,0.5132,1327.44,19.97,0.017
T0007462,P0045,PLANT-EAST,PLA Paper,2025-08-09,23045,169.847,0.2401,705.16,8.23,0.017
T0007463,P0079,PLANT-CENTRAL,RPET,2025-08-11,38023,1064.65,2.0012,3271.56,64.16,0.052
T0007464,P0023,PLANT-CENTRAL,PLA Paper,2025-08-11,38240,496.359,0.6953,2060.73,22.29,0.022
T0007465,P0064,PLANT-SOUTH,RPET,2025-08-11,43311,1212.713,2.2795,3726.55,67.98,0.052
T0007466,P0047,PLANT-CENTRAL,Molded Fiber,2025-08-11,41498,829.979,1.5961,1761.05,51.17,0.048
T0007467,P0053,PLANT-EAST,PLA Paper,2025-08-23,5527,71.748,0.1005,297.88,3.45,0.022
T0007468,P0049,PLANT-EAST,RPET,2025-08-23,3979,111.439,0.2095,342.44,7.18,0.052
T0007469,P0078,PLANT-WEST,PLA Paper,2025-08-23,6743,74.177,0.1226,307.96,4.77,0.022
T0007470,P0034,PLANT-WEST,RPET,2025-08-27,12170,340.785,0.6406,1047.2,24.93,0.052
T0007471,P0068,PLANT-SOUTH,PLA Paper,2025-08-27,20281,263.25,0.3687,1092.93,11.0,0.022
T0007472,P0009,PLANT-EAST,RPET,2025-08-27,14575,481.589,0.7672,1479.88,26.31,0.052
T0007473,P0039,PLANT-CENTRAL,RPET,2025-08-27,12633,417.426,0.6649,1282.71,21.32,0.052
T0007474,P0014,PLANT-WEST,RPET,2025-08-23,10993,412.483,0.5786,1267.52,22.52,0.052
T0007475,P0060,PLANT-SOUTH,PLA Paper,2025-08-23,17089,125.95,0.178,522.91,5.31,0.017
T0007476,P0017,PLANT-EAST,Molded Fiber,2025-08-19,8331,166.639,0.3205,353.57,10.99,0.048
T0007477,P0038,PLANT-WEST,PLA Paper,2025-08-22,5914,76.765,0.1075,318.71,4.19,0.022
T0007478,P0051,PLANT-CENTRAL,Bagasse,2025-08-22,4393,77.759,0.1046,157.12,3.35,0.031
